year,disease,alder,køn,uddannelse,arbejdsmarked,allocator,type,outcome
-2,Cancer_Prostata,65+ år,Mand,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Cancer_Prostata,65+ år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Prostata,65+ år,Mand,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Lunge,50-65 år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_KOL,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,1,0
-2,Andre Lidelser_KOL,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,1,0
-2,Andre Lidelser_KOL,65+ år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Aktiv,Somatikken_Ambulant,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Aktiv,Somatikken_Skadestue,1,0
-2,Andre Lidelser_Hjertekar,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,
-2,Andre Lidelser_Hjertekar,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,
-2,Andre Lidelser_Hjertekar,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,0,
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Ufaglært,Aktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Ufaglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Ufaglært,Aktiv,Somatikken_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,0,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Svær,50-65 år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,0,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,1,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,1,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Ufaglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Ufaglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Ufaglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Udenfor,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Udenfor,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Aktiv,Somatikken_Ambulant,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Aktiv,Somatikken_Skadestue,0,
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,1,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,1,0
-2,Diabetes II_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,1,0
-2,Cancer_Lunge,18-49 år,Mand,Faglært,Udenfor,Somatikken_Ambulant,1,0
-2,Cancer_Lunge,18-49 år,Mand,Faglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Cancer_Lunge,18-49 år,Mand,Faglært,Udenfor,Somatikken_Skadestue,1,0
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Mild,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,0,
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,0,
-2,Diabetes II_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,0,
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,0,
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,0,
-2,Diabetes II_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,0,
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,0,
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,0,
-2,Diabetes II_Uden Komplikationer,65+ år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,0,
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Ufaglært,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Ufaglært,Udenfor,Somatikken_Skadestue,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,1,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,1,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,1,0
-2,Diabetes II_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,0,0
-2,Diabetes II_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Diabetes II_Med Komplikationer,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,0,
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,0,
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,0,
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,0,
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Udenfor,Somatikken_Ambulant,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Andre Lidelser_Kronisk Leversygdom,18-49 år,Mand,Faglært,Udenfor,Somatikken_Skadestue,1,0
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,1,
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,1,
-2,Diabetes II_Uden Komplikationer,65+ år,Mand,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,1,
-2,Cancer_Tarm,65+ år,Mand,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Cancer_Tarm,65+ år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Tarm,65+ år,Mand,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,1,0
-2,Diabetes I_Uden Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,1,0
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Ambulant,0,
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Indlæggelse,0,
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Svær,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Skadestue,0,
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Ambulant,1,0
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Ufaglært,Aktiv,Somatikken_Skadestue,1,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,1,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,1,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,1,0
-2,Cancer_Prostata,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,1,0
-2,Cancer_Prostata,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Prostata,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Aktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Svær,50-65 år,Kvinde,Ufaglært,Aktiv,Somatikken_Skadestue,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Cancer_Lunge,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Cancer_Lunge,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Lunge,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Moderat,18-49 år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,0,0
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,0,
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,
-2,Cancer_Tarm,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,0,
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Psykiske Lidelser_Moderat,50-65 år,Kvinde,Faglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Cancer_Lunge,65+ år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,1,0
-2,Cancer_Lunge,65+ år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Lunge,65+ år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,1,0
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Kronisk Leversygdom,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Mild,65+ år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Udenfor,Somatikken_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,65+ år,Kvinde,Faglært,Udenfor,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,18-49 år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,0,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_KOL,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Cancer_Bryst,50-65 år,Mand,Faglært,Aktiv,Somatikken_Ambulant,1,0
-2,Cancer_Bryst,50-65 år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Bryst,50-65 år,Mand,Faglært,Aktiv,Somatikken_Skadestue,1,0
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Cancer_Bryst,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Ambulant,0,0.0833333333333333
-2,Cancer_Bryst,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Bryst,18-49 år,Kvinde,Videregående Uddannelse,Aktiv,Somatikken_Skadestue,0,0
-2,Cancer_Lunge,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Ambulant,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Cancer_Lunge,18-49 år,Kvinde,Ufaglært,Inaktiv,Somatikken_Skadestue,1,0
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Mild,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_Ryg- og Nakkesmerter,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,0,0
-2,Cancer_Lunge,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Ambulant,1,
-2,Cancer_Lunge,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Indlæggelse,1,
-2,Cancer_Lunge,18-49 år,Mand,Ufaglært,Inaktiv,Somatikken_Skadestue,1,
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Med Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Diabetes I_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Videregående Uddannelse,Udenfor,Somatikken_Ambulant,0,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Videregående Uddannelse,Udenfor,Somatikken_Indlæggelse,0,0
-2,Andre Lidelser_KOL,50-65 år,Mand,Videregående Uddannelse,Udenfor,Somatikken_Skadestue,0,0
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Ambulant,0,
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Indlæggelse,0,
-2,Diabetes II_Uden Komplikationer,18-49 år,Kvinde,Faglært,Aktiv,Somatikken_Skadestue,0,
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Cancer_Tarm,18-49 år,Mand,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Cancer_Bryst,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Ambulant,1,0
-2,Cancer_Bryst,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Indlæggelse,1,0
-2,Cancer_Bryst,65+ år,Mand,Ufaglært,Udenfor,Somatikken_Skadestue,1,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Ambulant,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes I_Med Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Inaktiv,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,1,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,1,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Kvinde,Videregående Uddannelse,Inaktiv,Somatikken_Skadestue,1,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Aktiv,Somatikken_Ambulant,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Aktiv,Somatikken_Indlæggelse,0,0
-2,Diabetes II_Uden Komplikationer,50-65 år,Mand,Faglært,Aktiv,Somatikken_Skadestue,0,0
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Faglært,Udenfor,Somatikken_Ambulant,0,0
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Faglært,Udenfor,Somatikken_Indlæggelse,0,0
-2,Psykiske Lidelser_Moderat,65+ år,Mand,Faglært,Udenfor,Somatikken_Skadestue,0,0
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Ambulant,0,
-2,Andre Lidelser_Kronisk Leversygdom,50-65 år,Mand,Videregående Uddannelse,Inaktiv,Somatikken_Indlæggelse,0,
